PHP_PLUGIN;PHPI_FILE_BASE;PHPI_FILE_AND_DIR;PHPI_INDEX;PHPI_NAME;PHPI_OBJECT;PHPI_CLASS;PHPI_SCOPE;PHPI_VARIABLE_FUNCTION;PHPI_EXIST_DESTROYED;PHPI_CODE_TYPE;PHPI_INPUT;PHPI_OUTPUT;PHPI_FUNCTION;PHPI_FILE;PHPI_LINE;PHPI_TAINTED;PHPI_VULNERABILITY;PHPI_START_INDEX;PHPI_END_INDEX;PHPI_DEPENDENCIES_INDEX;PHPI_VARIABLE_FILTER;PHPI_VARIABLE_REVERT_FILTER;PHPI_SENSITIVE_SINK;PHPI_SENSITIVE_SINK_VULNERABILITY;Data;Manually_verified;Link;piece_of_code;execution_time;memory
couponer.1.2;add-coupon.php;pSAFE2e/source/couponer.1.2/add-coupon.php;20;$insert;;;local;variable;exist;php code;regular;output;function;0;16;tainted;SQL Injection;87;87;13;;;$wpdb->query;SQL Injection;2022-05-21 12:51:31;0;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:\xampp74\htdocs\phpSAFE2e\source\couponer.1.2\add-coupon.php&line_mark=16&line_end=15&variable_name=%24insert&text=123#target_mark;10 ## $Expires=$_POST['Exp-Y'].'-'.$_POST['Exp-M'].'-'.$_POST['Exp-D']#11 ## $Image=$_POST['Image']#12 ## 13 ## $insert = "INSERT INTO wp_couponer".14 ##             " (Title, Description, Terms, Expires, Image) " .15 ##             "VALUES ('$Title','$Description','$Terms','$Expires','$Image')"#16 ## $results = $wpdb->query( $insert )#;0.0027430057525635;125
couponer.1.2;couponer.php;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
couponer.1.2;print-coupon.php;pSAFE2e/source/couponer.1.2/print-coupon.php;7;$sql_get_coupon_id;;;local;variable;exist;php code;regular;output;function;0;10;tainted;SQL Injection;38;38;9;;;mysql_query;SQL Injection;2022-05-21 12:51:32;0;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:\xampp74\htdocs\phpSAFE2e\source\couponer.1.2\print-coupon.php&line_mark=10&line_end=9&variable_name=%24sql_get_coupon_id&text=123#target_mark;4 ## global $wpdb#5 ## 6 ## $ID = $_GET['ID']#7 ## 		echo '<link type="text/css" rel="stylesheet" href="' . get_bloginfo('url') . '/wp-content/plugins/couponer/couponer.css" />'#8 ## 		9 ## 		$sql_get_coupon_id = "SELECT *, DATE_FORMAT(Expires, '%b %e, %Y') as Expires, DATE_FORMAT(Created, '%b %e, %Y') as Created FROM wp_couponer WHERE ID='$ID'"#10 ## 		$result_get_coupon_id = mysql_query($sql_get_coupon_id)#;0.003587007522583;195
couponer.1.2;process-coupon.php;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
couponer.1.2;uninstall.php;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
