PHP_PLUGIN;PHPI_FILE_BASE;PHPI_SENSITIVE_SINK;PHPI_LINE;PHPI_SENSITIVE_SINK_VULNERABILITY;executed_function_that_calls_the_function;parameters;function_that_calls_the_function;PHPI_START_LINE;lines_of_code;url_link
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1217;UNKNOWN;not executed;$title;edit_calendar ($title);1053;1217  	    $sql = "INSERT INTO " . WP_CALENDAR_TABLE . " SET event_title='" . mysql_escape_string($title);http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1217&line_end=1217&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1218;UNKNOWN;not executed;$desc;edit_calendar ($desc);1053;1218  	     . "', event_desc='" . mysql_escape_string($desc) . "', event_begin='" . mysql_escape_string($begin) ;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1218&line_end=1218&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1218;UNKNOWN;not executed;$begin;edit_calendar ($begin);1053;1218  	     . "', event_desc='" . mysql_escape_string($desc) . "', event_begin='" . mysql_escape_string($begin) ;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1218&line_end=1218&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1219;UNKNOWN;not executed;$end;edit_calendar ($end);1053;1219               . "', event_end='" . mysql_escape_string($end) . "', event_time='" . mysql_escape_string($time_to_use) . "', event_recur='" . mysql_escape_string($recur) . "', event_repeats='" . mysql_escape_string($repeats) . "', event_author=".$current_user->ID.", event_category=".mysql_escape_string($category).", event_link='".mysql_escape_string($linky)."'"##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1219&line_end=1219&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1219;UNKNOWN;not executed;$time_to_use;edit_calendar ($time_to_use);1053;1219               . "', event_end='" . mysql_escape_string($end) . "', event_time='" . mysql_escape_string($time_to_use) . "', event_recur='" . mysql_escape_string($recur) . "', event_repeats='" . mysql_escape_string($repeats) . "', event_author=".$current_user->ID.", event_category=".mysql_escape_string($category).", event_link='".mysql_escape_string($linky)."'"##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1219&line_end=1219&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1219;UNKNOWN;not executed;$recur;edit_calendar ($recur);1053;1219               . "', event_end='" . mysql_escape_string($end) . "', event_time='" . mysql_escape_string($time_to_use) . "', event_recur='" . mysql_escape_string($recur) . "', event_repeats='" . mysql_escape_string($repeats) . "', event_author=".$current_user->ID.", event_category=".mysql_escape_string($category).", event_link='".mysql_escape_string($linky)."'"##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1219&line_end=1219&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1219;UNKNOWN;not executed;$repeats;edit_calendar ($repeats);1053;1219               . "', event_end='" . mysql_escape_string($end) . "', event_time='" . mysql_escape_string($time_to_use) . "', event_recur='" . mysql_escape_string($recur) . "', event_repeats='" . mysql_escape_string($repeats) . "', event_author=".$current_user->ID.", event_category=".mysql_escape_string($category).", event_link='".mysql_escape_string($linky)."'"##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1219&line_end=1219&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1219;UNKNOWN;not executed;$category;edit_calendar ($category);1053;1219               . "', event_end='" . mysql_escape_string($end) . "', event_time='" . mysql_escape_string($time_to_use) . "', event_recur='" . mysql_escape_string($recur) . "', event_repeats='" . mysql_escape_string($repeats) . "', event_author=".$current_user->ID.", event_category=".mysql_escape_string($category).", event_link='".mysql_escape_string($linky)."'"##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1219&line_end=1219&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1219;UNKNOWN;not executed;$linky;edit_calendar ($linky);1053;1219               . "', event_end='" . mysql_escape_string($end) . "', event_time='" . mysql_escape_string($time_to_use) . "', event_recur='" . mysql_escape_string($recur) . "', event_repeats='" . mysql_escape_string($repeats) . "', event_author=".$current_user->ID.", event_category=".mysql_escape_string($category).", event_link='".mysql_escape_string($linky)."'"##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1219&line_end=1219&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;$wpdb->get_results;1221;UNKNOWN;not executed;$sql;edit_calendar ($sql);1053;1221  	    $wpdb->get_results($sql)##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1221&line_end=1221&variable_name=$wpdb->get_results&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1223;UNKNOWN;not executed;$title;edit_calendar ($title);1053;1223  	    $sql = "SELECT event_id FROM " . WP_CALENDAR_TABLE . " WHERE event_title='" . mysql_escape_string($title) . "'";http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1223&line_end=1223&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1224;UNKNOWN;not executed;$desc;edit_calendar ($desc);1053;1224  		. " AND event_desc='" . mysql_escape_string($desc) . "' AND event_begin='" . mysql_escape_string($begin) . "' AND event_end='" . mysql_escape_string($end) . "' AND event_recur='" . mysql_escape_string($recur) . "' AND event_repeats='" . mysql_escape_string($repeats) . "' LIMIT 1"##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1224&line_end=1224&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1224;UNKNOWN;not executed;$begin;edit_calendar ($begin);1053;1224  		. " AND event_desc='" . mysql_escape_string($desc) . "' AND event_begin='" . mysql_escape_string($begin) . "' AND event_end='" . mysql_escape_string($end) . "' AND event_recur='" . mysql_escape_string($recur) . "' AND event_repeats='" . mysql_escape_string($repeats) . "' LIMIT 1"##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1224&line_end=1224&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1224;UNKNOWN;not executed;$end;edit_calendar ($end);1053;1224  		. " AND event_desc='" . mysql_escape_string($desc) . "' AND event_begin='" . mysql_escape_string($begin) . "' AND event_end='" . mysql_escape_string($end) . "' AND event_recur='" . mysql_escape_string($recur) . "' AND event_repeats='" . mysql_escape_string($repeats) . "' LIMIT 1"##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1224&line_end=1224&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1224;UNKNOWN;not executed;$recur;edit_calendar ($recur);1053;1224  		. " AND event_desc='" . mysql_escape_string($desc) . "' AND event_begin='" . mysql_escape_string($begin) . "' AND event_end='" . mysql_escape_string($end) . "' AND event_recur='" . mysql_escape_string($recur) . "' AND event_repeats='" . mysql_escape_string($repeats) . "' LIMIT 1"##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1224&line_end=1224&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1224;UNKNOWN;not executed;$repeats;edit_calendar ($repeats);1053;1224  		. " AND event_desc='" . mysql_escape_string($desc) . "' AND event_begin='" . mysql_escape_string($begin) . "' AND event_end='" . mysql_escape_string($end) . "' AND event_recur='" . mysql_escape_string($recur) . "' AND event_repeats='" . mysql_escape_string($repeats) . "' LIMIT 1"##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1224&line_end=1224&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;$wpdb->get_results;1225;UNKNOWN;not executed;$sql;edit_calendar ($sql);1053;1225  	    $result = $wpdb->get_results($sql)##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1225&line_end=1225&variable_name=$wpdb->get_results&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1230;UNKNOWN;not executed;;edit_calendar ();1053;1230  		<div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('An event with the details you submitted could not be found in the database. This may indicate a problem with your database or the way in which it is configured.','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1230&line_end=1230&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1230;UNKNOWN;not executed;;edit_calendar ();1053;1230  		<div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('An event with the details you submitted could not be found in the database. This may indicate a problem with your database or the way in which it is configured.','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1230&line_end=1230&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1236;UNKNOWN;not executed;;edit_calendar ();1053;1236  		<div class="updated"><p><?php _e('Event added. It will now show in your calendar.','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1236&line_end=1236&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1271;UNKNOWN;not executed;;edit_calendar ();1053;1271  		<div class="error"><p><strong><?php _e('Failure','calendar')## ?>:</strong> <?php _e("You can't update an event if you haven't submitted an event id",'calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1271&line_end=1271&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1271;UNKNOWN;not executed;;edit_calendar ();1053;1271  		<div class="error"><p><strong><?php _e('Failure','calendar')## ?>:</strong> <?php _e("You can't update an event if you haven't submitted an event id",'calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1271&line_end=1271&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;wp_verify_nonce;1274;UNKNOWN;not executed;$_POST, $event_id;edit_calendar ($_POST, $event_id);1053;1274  	elseif (wp_verify_nonce($_POST['_wpnonce'],'calendar-edit_save_'.$event_id) == false) {;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1274&line_end=1274&variable_name=wp_verify_nonce&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1276;UNKNOWN;not executed;;edit_calendar ();1053;1276  		<div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e("Security check failure, try editing the event again",'calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1276&line_end=1276&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1276;UNKNOWN;not executed;;edit_calendar ();1053;1276  		<div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e("Security check failure, try editing the event again",'calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1276&line_end=1276&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;preg_match;1284;UNKNOWN;not executed;$date_format_one, $begin;edit_calendar ($date_format_one, $begin);1053;1284  	  if ((preg_match($date_format_one,$begin) || preg_match($date_format_two,$begin)) && (preg_match($date_format_one,$end) || preg_match($date_format_two,$end)));http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1284&line_end=1284&variable_name=preg_match&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;preg_match;1284;UNKNOWN;not executed;$date_format_two, $begin;edit_calendar ($date_format_two, $begin);1053;1284  	  if ((preg_match($date_format_one,$begin) || preg_match($date_format_two,$begin)) && (preg_match($date_format_one,$end) || preg_match($date_format_two,$end)));http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1284&line_end=1284&variable_name=preg_match&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;preg_match;1284;UNKNOWN;not executed;$date_format_one, $end;edit_calendar ($date_format_one, $end);1053;1284  	  if ((preg_match($date_format_one,$begin) || preg_match($date_format_two,$begin)) && (preg_match($date_format_one,$end) || preg_match($date_format_two,$end)));http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1284&line_end=1284&variable_name=preg_match&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;preg_match;1284;UNKNOWN;not executed;$date_format_two, $end;edit_calendar ($date_format_two, $end);1053;1284  	  if ((preg_match($date_format_one,$begin) || preg_match($date_format_two,$begin)) && (preg_match($date_format_one,$end) || preg_match($date_format_two,$end)));http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1284&line_end=1284&variable_name=preg_match&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;explode;1287;UNKNOWN;not executed;$begin;edit_calendar ($begin);1053;1287                $begin_split = explode('-',$begin)##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1287&line_end=1287&variable_name=explode&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;explode;1291;UNKNOWN;not executed;$end;edit_calendar ($end);1053;1291  	      $end_split = explode('-',$end)##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1291&line_end=1291&variable_name=explode&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;checkdate;1295;UNKNOWN;not executed;$begin_m, $begin_d, $begin_y;edit_calendar ($begin_m, $begin_d, $begin_y);1053;1295  	      if (checkdate($begin_m,$begin_d,$begin_y) && checkdate($end_m,$end_d,$end_y));http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1295&line_end=1295&variable_name=checkdate&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;checkdate;1295;UNKNOWN;not executed;$end_m, $end_d, $end_y;edit_calendar ($end_m, $end_d, $end_y);1053;1295  	      if (checkdate($begin_m,$begin_d,$begin_y) && checkdate($end_m,$end_d,$end_y));http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1295&line_end=1295&variable_name=checkdate&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;strtotime;1298;UNKNOWN;not executed;$end;edit_calendar ($end);1053;1298                    if (strtotime($end) >= strtotime($begin));http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1298&line_end=1298&variable_name=strtotime&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;strtotime;1298;UNKNOWN;not executed;$begin;edit_calendar ($begin);1053;1298                    if (strtotime($end) >= strtotime($begin));http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1298&line_end=1298&variable_name=strtotime&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1306;UNKNOWN;not executed;;edit_calendar ();1053;1306                        <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('Your event end date must be either after or the same as your event begin date','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1306&line_end=1306&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1306;UNKNOWN;not executed;;edit_calendar ();1053;1306                        <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('Your event end date must be either after or the same as your event begin date','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1306&line_end=1306&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1313;UNKNOWN;not executed;;edit_calendar ();1053;1313                  <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('Your date formatting is correct but one or more of your dates is invalid. Check for number of days in month and leap year related errors.','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1313&line_end=1313&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1313;UNKNOWN;not executed;;edit_calendar ();1053;1313                  <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('Your date formatting is correct but one or more of your dates is invalid. Check for number of days in month and leap year related errors.','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1313&line_end=1313&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1320;UNKNOWN;not executed;;edit_calendar ();1053;1320              <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('Both start and end dates must be entered and be in the format YYYY-MM-DD','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1320&line_end=1320&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1320;UNKNOWN;not executed;;edit_calendar ();1053;1320              <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('Both start and end dates must be entered and be in the format YYYY-MM-DD','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1320&line_end=1320&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;preg_match;1326;UNKNOWN;not executed;$time_format_one, $time;edit_calendar ($time_format_one, $time);1053;1326  	  if (preg_match($time_format_one,$time) || preg_match($time_format_two,$time) || $time == '');http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1326&line_end=1326&variable_name=preg_match&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;preg_match;1326;UNKNOWN;not executed;$time_format_two, $time;edit_calendar ($time_format_two, $time);1053;1326  	  if (preg_match($time_format_one,$time) || preg_match($time_format_two,$time) || $time == '');http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1326&line_end=1326&variable_name=preg_match&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1345;UNKNOWN;not executed;;edit_calendar ();1053;1345              <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('The time field must either be blank or be entered in the format hh:mm','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1345&line_end=1345&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1345;UNKNOWN;not executed;;edit_calendar ();1053;1345              <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('The time field must either be blank or be entered in the format hh:mm','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1345&line_end=1345&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;preg_match;1349;UNKNOWN;not executed;$linky;edit_calendar ($linky);1053;1349  	  if (preg_match('/^(http)(s?)(:)\/\//',$linky) || $linky == '');http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1349&line_end=1349&variable_name=preg_match&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1356;UNKNOWN;not executed;;edit_calendar ();1053;1356  	      <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('The URL entered must either be prefixed with http:// or be completely blank','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1356&line_end=1356&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1356;UNKNOWN;not executed;;edit_calendar ();1053;1356  	      <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('The URL entered must either be prefixed with http:// or be completely blank','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1356&line_end=1356&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;preg_match;1360;UNKNOWN;not executed;$title;edit_calendar ($title);1053;1360  	  if (preg_match('/^.{1,30}$/',$title));http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1360&line_end=1360&variable_name=preg_match&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1367;UNKNOWN;not executed;;edit_calendar ();1053;1367                <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('The event title must be between 1 and 30 characters in length','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1367&line_end=1367&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1367;UNKNOWN;not executed;;edit_calendar ();1053;1367                <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('The event title must be between 1 and 30 characters in length','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1367&line_end=1367&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;(int);1371;UNKNOWN;not executed;$repeats, $recur, $repeats, $recur, $recur, $recur, $recur;edit_calendar ($repeats, $recur, $repeats, $recur, $recur, $recur, $recur);1053;1371  	  $repeats = (int)$repeats##;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1371&line_end=1371&variable_name=(int)&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1379;UNKNOWN;not executed;;edit_calendar ();1053;1379                <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('The repetition value must be 0 unless a type of recurrance is selected in which case the repetition value must be 0 or higher','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1379&line_end=1379&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;_e;1379;UNKNOWN;not executed;;edit_calendar ();1053;1379                <div class="error"><p><strong><?php _e('Error','calendar')## ?>:</strong> <?php _e('The repetition value must be 0 unless a type of recurrance is selected in which case the repetition value must be 0 or higher','calendar')## ?></p></div>;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1379&line_end=1379&variable_name=_e&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1384;UNKNOWN;not executed;$title;edit_calendar ($title);1053;1384  		$sql = "UPDATE " . WP_CALENDAR_TABLE . " SET event_title='" . mysql_escape_string($title);http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1384&line_end=1384&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1385;UNKNOWN;not executed;$desc;edit_calendar ($desc);1053;1385  		     . "', event_desc='" . mysql_escape_string($desc) . "', event_begin='" . mysql_escape_string($begin) ;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1385&line_end=1385&variable_name=mysql_escape_string&text=File Functions#target_mark
ource;calendar.1.3.3/calendar.php;mysql_escape_string;1385;UNKNOWN;not executed;$begin;edit_calendar ($begin);1053;1385  		     . "', event_desc='" . mysql_escape_string($desc) . "', event_begin='" . mysql_escape_string($begin) ;http://localhost:80/phpSAFE2e/show_php_file.php?file=C:/xampp74/htdocs/phpSAFE2e/source/calendar.1.3.3/calendar.php&line_mark=1385&line_end=1385&variable_name=mysql_escape_string&text=File Functions#target_mark
